% 1. Title: Music database for genre classification.
%
%
%
@relation music

@attribute Tempo continuous
@attribute Total_beats continuous
@attribute Average_beats continuous
@attribute MFCC_mean continuous
@attribute MFCC_std continuous
@attribute MFCC_variance continuous
@attribute MFCC_delta_mean continuous
@attribute MFCC_delta_std continuous
@attribute MFCC_delta_variance continuous
@attribute Chroma_stft_mean continuous
@attribute Chroma_stft_std continuous
@attribute chroma_stft_variance continuous
@attribute Mean_ZCR continuous
@attribute ZCR_StdDev continuous
@attribute Spectral_Roll_Off continuous
@attribute Spectral_Entropy continuous
@attribute Mean_Spectral_Flux continuous
@attribute Flux_StdDev continuous
@attribute b1 continuous
@attribute b2 continuous
@attribute b3 continuous
@attribute b4 continuous
@attribute b5 continuous
@attribute b6 continuous
@attribute Band_Ratio_StdDev continuous
@attribute s1 continuous
@attribute s2 continuous
@attribute s3 continuous
@attribute s4 continuous
@attribute s5 continuous
@attribute s6 continuous
@attribute Band_Energy_Mean continuous
@attribute Band_Energy_StdDev continuous
@attribute genre {pop, electronic, rap, folk, rock, classical}

@data
108.17307692307692, 1892, 210.22222222222223, 53.45829535741346, 199.1696090871321, 39668.53318392102, 0.0021292482590639854, 2.033280387646452, 4.134229134787705, 0.46430973882138316, 0.2641139986956736, 0.06975620430701827, 0.08470016829291688, 0.009444172416707095, 0.4224541666666667, 1.3772736336571425, 5.090200918800706e-27, 1.366985674197255e-26, 0.14400512120613213, 0.1526580799821451, 0.17997119749754711, 0.12097683550002679, 0.1743261074996065, 0.3426214894305261, 0.07975692623571692, 465770343.86684775, 492388222.9650454, 579496822.8837807, 396051281.76473194, 573052312.3202832, 1125102592.0520642, 605310262.6421255, 263781376.06700853, pop
73.05194805194805, 1134, 226.8, 52.865373927262674, 202.4166256820795, 40972.49035251909, 0.000878790867532111, 2.5216294491931928, 6.358615079038364, 0.4455574991517739, 0.2777943045682091, 0.07716967565053491, 0.11366747761181015, 0.023181564900031062, 0.2660125, 1.6527568951807288, 3.5076226834109154e-27, 2.92951243215986e-26, 0.08599685530567894, 0.1085454657458254, 0.1329517500835626, 0.15967233901112, 0.1926907162413501, 0.3945134790824347, 0.11201865791526609, 362297686.79781306, 453866002.5463805, 551605703.2321953, 663863066.1566653, 813054059.2532313, 1667691510.8547044, 752063004.8068316, 475583070.350956, pop
108.17307692307692, 1827, 228.375, 53.7411927001132, 205.28866154167784, 42143.43455757356, 0.0054488373714294235, 2.072368631337283, 4.294711744150764, 0.28465317755455766, 0.25977226182592456, 0.06748162801415669, 0.12479835369416033, 0.020706694056945897, 0.7892041666666667, 1.7356367362723866, 2.1065365289392256e-25, 1.877875431804567e-24, 0.10743149850948497, 0.08624934325251088, 0.08892608228491043, 0.16692972895213096, 0.17767361074282598, 0.45107432464714065, 0.13856902586998593, 423539487.1575116, 344498633.84379125, 357206889.83234847, 656452498.9088057, 705314464.3095173, 1822259615.5438251, 718211931.5992999, 562088957.2346654, pop
110.29411764705883, 1726, 215.75, 52.996835547289635, 203.8134982776758, 41539.94208018415, -0.006033103699631398, 2.450559849655229, 6.005243576742259, 0.42914387572546103, 0.2718835396432564, 0.07392065912894617, 0.1093511566868095, 0.020013619532644036, 0.3798166666666667, 1.6473596152305996, 2.1362333755797528e-24, 1.0997411721197077e-23, 0.08959644365794324, 0.11053059330419897, 0.1359083835719566, 0.15523789467196075, 0.18371093803258273, 0.39625350519423996, 0.11164460344247372, 376861674.6695576, 466035697.1322772, 568341705.0345771, 646610394.9665327, 782176270.1038103, 1694473806.2357063, 755749924.6904103, 480920948.78717095, pop
117.1875, 2214, 221.4, 11.380294415713239, 30.856738476739338, 952.138309421886, -0.0011668723639050834, 0.5630855909790677, 0.317065382768246, 0.7607205616803648, 0.15589468194719872, 0.024303151859418243, 0.2971089369642748, 0.005137045102954761, 0.496475, 3.1377946204166483, 2.5134207620669892e-20, 1.7522564473112007e-19, 0.060307739332132106, 0.049455522492582615, 0.0624467610461664, 0.11501065809186992, 0.19846905068629914, 0.5607175669163975, 0.19723557982712345, 42219.44364375212, 34622.45682957229, 43715.70518080626, 80514.1154296435, 138936.09785742863, 392523.4592881319, 122088.54637155579, 138071.72632369763, pop
181.4516129032258, 2768, 212.92307692307693, 50.628423956459415, 179.2644164091696, 32135.73099052016, -0.007562656435613278, 2.2824187081950114, 5.209435159518584, 0.5144359979455475, 0.2711681737165994, 0.07353217843679584, 0.0738308874181425, 0.01960399824292171, 0.6367541666666666, 1.4525732247489742, 1.9384021273005745e-24, 1.2452620567027557e-23, 0.1738208458466906, 0.17461173254008927, 0.16674204660427422, 0.14396364671862666, 0.1478429904027562, 0.3051075778001641, 0.060093212827692394, 302400526.13633597, 305184134.3434701, 289670005.74517256, 246141461.0003905, 256458914.43327928, 548480171.2072979, 324722535.47765774, 112259598.99444851, pop
181.4516129032258, 2844, 237.0, 52.09340278719501, 181.61173475626273, 32982.82220117913, -0.0008899716021653562, 2.257572518834328, 5.096633677795972, 0.5555686480533438, 0.2546325931704828, 0.0648377575047246, 0.06389898937051473, 0.023026777516391893, 0.4712875, 1.3748743984110308, 1.940796561859832e-25, 7.8375253188944815e-25, 0.19762416332619312, 0.1625823582843135, 0.1638161661524798, 0.15082664303387155, 0.13886053060209036, 0.2856726977111716, 0.053895357242562114, 378506276.47768325, 318192270.0741245, 321064355.5673846, 290108047.1380403, 278641805.2712978, 569663346.2948818, 359362683.4705687, 108689167.4710904, pop
90.7258064516129, 1125, 187.5, 50.593700100205155, 174.9476556161813, 30606.682205597972, 0.0005871466453996432, 2.427335447099419, 5.891957372745337, 0.47228986977433063, 0.29120807582908736, 0.08480214342807951, 0.06340631839624698, 0.02483730617818635, 0.5027166666666667, 1.3528284476482189, 1.665341195156552e-25, 7.9287404069331705e-25, 0.23032830199403084, 0.1554999105567743, 0.15530503048629268, 0.12053253716814122, 0.12854284915596945, 0.29292417969965495, 0.0673461001162302, 368211749.1969005, 252640612.01801342, 253728575.8559316, 203006401.67305893, 210015219.55311647, 498668307.82457185, 297711811.02026546, 114873408.20256726, pop
181.4516129032258, 2632, 239.27272727272728, 41.558571045156356, 156.20925909715245, 24401.33262768131, -0.0059568381976882485, 3.686605581001576, 13.591060709871968, 0.3665256334820741, 0.3202267003586801, 0.1025451396226079, 0.0353894716648791, 0.01987363027612706, 0.43825833333333336, 1.224015195414748, 8.031823202144109e-25, 5.2262182035638665e-24, 0.1945954998884095, 0.3069794096826204, 0.17416756115593307, 0.08125412979739707, 0.0762586010278519, 0.2866005296398145, 0.09796200034093894, 201298973.65518132, 302037568.0393798, 169155524.08634335, 73442471.63062671, 84285443.97607882, 306384468.5999434, 189434074.99792555, 101409292.78277169, pop
181.4516129032258, 2572, 197.84615384615384, 50.18743086480955, 158.10919052708024, 24998.516129128562, -0.007540142746634335, 3.5334849387045693, 12.485515812052034, 0.5809314672573938, 0.2602798766245967, 0.06774561417571527, 0.04601459701258273, 0.03417438508272585, 0.5020375, 1.2827528897735656, 3.0577839350426086e-25, 1.5092167983129703e-24, 0.32890820725571557, 0.17389588776158954, 0.1482659379572955, 0.0797197067174148, 0.08155542088065001, 0.28411900764461834, 0.10369284166287146, 333239054.3447176, 180993865.19953674, 154239522.19411317, 83308469.96970953, 92003054.19429186, 315283607.2001557, 193177928.85042077, 108165816.90754484, pop
